FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Length,SHAPE_Area,LONGITUDE,LATITUDE
5734,10003021,WADENA COUNTY JAIL,415 SOUTH JEFFERSON STREET,WADENA,MN,56482,-999,(218) 631-7600,COUNTY,OPEN,25,WADENA,27159,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.wadena.mn.us/183/Jail,2018/03/21 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.wadena.mn.us/155/Sheriff,MAXIMUM,27,0.00274615821412,371.940659244991,3.51210234432e-07,-95.1397286845,46.43807372650005
5735,10001336,WASECA COUNTY JAIL,122 3RD AVENUE NORTHWEST,WASECA,MN,56093,-999,(507) 835-0510,COUNTY,OPEN,8,WASECA,27161,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.waseca.mn.us/253/Waseca-County-Jail,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.waseca.mn.us/132/Sheriffs-Office,NOT AVAILABLE,25,0.00147992192697,186.412620575958,1.08650390189e-07,-93.50838669000001,44.07973364550005
5736,10003040,WATONWAN COUNTY JAIL,715 3RD AVENUE SOUTH,SAINT JAMES,MN,56081,-999,(507) 375-1206,COUNTY,OPEN,13,WATONWAN,27165,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.watonwan.mn.us/204/The-County-Jail,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.watonwan.mn.us/index.aspx?NID=200,NOT AVAILABLE,20,0.00245768627959,320.314107098003,2.11035281016e-07,-94.62540842749999,43.981199352000004
5737,10003023,WILKIN COUNTY JAIL,515 DACOTAH AVENUE,BRECKENRIDGE,MN,56520,-999,(218) 643-1205,COUNTY,OPEN,12,WILKIN,27167,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.wilkin.mn.us/countyjail,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.wilkin.mn.us/sheriff,NOT AVAILABLE,21,0.00256554833324,346.511577619669,2.74350801155e-07,-96.5870931004999,46.260269057500054
5738,10006466,TALLASSEE POLICE DEPARTMENT,214 BARNETT BLVD,TALLASSEE,AL,36078,-999,(334) 283-6586,LOCAL,NOT AVAILABLE,-999,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tallassee-al.gov/city-services/police-department,2018/05/25 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,https://www.tallasseeal.gov/police-department/,NOT AVAILABLE,-999,0.000997508489057,123.741356571676,5.82460762088e-08,-85.89270269499995,32.53610525500005
5739,10001195,COLBERT COUNTY JAIL,107 W 4TH ST,TUSCUMBIA,AL,35674,-999,(256) 383-0741,COUNTY,OPEN,-999,COLBERT,01033,USA,922140,CORRECTIONAL INSTITUTIONS,http://colbertsheriff.net/page.php?id=10,2018/01/24 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,http://colbertsheriff.net/page.php?id=10,NOT AVAILABLE,62,0.00171947151667,212.845863028399,1.12296937092e-07,-87.70460824449995,34.73277783650005
5740,10003715,BESSEMER JAIL,1822 2ND AVENUE NORTH,BESSEMER,AL,35020,-999,(205) 481-4160,LOCAL,OPEN,-999,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,https://jeffcosheriff.net/divisions/,2018/05/14 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,https://jeffcosheriff.net/divisions/,NOT AVAILABLE,400,0.00249125229719,303.776079401529,3.70202749317e-07,-86.9531720289999,33.4018056285001
5741,10001202,CALHOUN COUNTY JAIL,400 W 8TH ST,ANNISTON,AL,36201,-999,(256) 236-5561,COUNTY,OPEN,430,CALHOUN,01015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.calcoso.org/jail/,2018/01/23 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,http://www.calcoso.org/jail/,MAXIMUM,370,0.00777627326486,963.565926520248,2.09069604325e-06,-85.83394194299996,33.65298387200005
5742,10003714,KIMBERLY CITY JAIL,9256 STOUTS ROAD,KIMBERLY,AL,35091,-999,(205) 647-5531,LOCAL,OPEN,-999,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://kimberlyal.org/,2016/02/15 00:00:00,UNVERIFIED,2019/11/05 00:00:00,https://kimberlyal.org/departments/,NOT AVAILABLE,-999,0.00104108975095,125.107688243309,6.42840468813e-08,-86.8116913385,33.7729491545
5743,10003709,SUMITON CITY JAIL,416 STATE STREET,SUMITON,AL,35148,-999,(205) 648-3261,LOCAL,OPEN,-999,WALKER,01127,USA,922140,CORRECTIONAL INSTITUTIONS,thecityofsumiton.com,2016/02/15 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,https://www.facebook.com/sumitonpd/,NOT AVAILABLE,-999,0.00362081200001,440.796399995685,6.40753864002e-07,-87.05031979750001,33.75286430050005
5744,10001203,TARRANT CITY JAIL,2593 COMMERCE CIRCLE,TARRANT,AL,35217,-999,(205) 849-2811,LOCAL,OPEN,-999,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityoftarrant.com/policedept.html,2018/05/15 00:00:00,IMAGERY/OTHER,2019/11/05 00:00:00,http://www.cityoftarrant.com/policedept.html,NOT AVAILABLE,-999,0.00159184616399,192.961873595986,1.52061256291e-07,-86.77477345099999,33.58445173700005
5745,10003039,WINONA COUNTY JAIL,201 WEST 3RD STREET,WINONA,MN,55987,-999,(507) 457-6503,COUNTY,OPEN,50,WINONA,27169,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.winona.mn.us/page/3293,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.winona.mn.us/page/2465,NOT AVAILABLE,83,0.00206510139773,260.438315106822,2.02704194457e-07,-91.6411826304999,44.05295233450005
5746,10003028,WRIGHT COUNTY JAIL,3800 BRADDOCK AVENUE NORTHEAST,BUFFALO,MN,55313,3662,(763) 682-7653,COUNTY,OPEN,239,WRIGHT,27171,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.wright.mn.us/237/Jail,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/02 00:00:00,http://www.co.wright.mn.us/214/Sheriff,NOT AVAILABLE,224,0.00669674424949,845.799501925373,1.37470211675e-06,-93.8640458355,45.207836622500054
5747,10000347,ESCAMBIA REGIONAL JUVENILE DETENTION CENTER,1800 ST. MARY AVE,PENSACOLA,FL,32501,-999,(850) 595-8820,STATE,OPEN,-999,ESCAMBIA,12033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2017/11/06 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,50,0.00487679468635,577.092115852049,1.11512854677e-06,-87.236961799,30.4424822685001
5748,10004619,MANATEE REGIONAL JUVENILE DETENTION CENTER,1803 5TH STREET WEST,BRADENTON,FL,34205,-999,(941) 741-3023,STATE,OPEN,-999,MANATEE,12081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2017/11/06 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,42,0.00318954871908,376.697791333597,4.53498360531e-07,-82.565892838,27.48297427050005
5749,10005345,YOUTH GUIDANCE CENTER,3030 NORTH HESPERIAN WAY,SANTA ANA,CA,92706,-999,(714) 836-2700,COUNTY,OPEN,-999,ORANGE,06059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ocgov.com/gov/probation/contact/institutions,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.ocgov.com/gov/probation/contact/institutions,JUVENILE,80,0.003631665933,438.368523756134,5.12926821375e-07,-117.883072381,33.781914272500046
5750,10006656,SUMMIT OAKS,621 EAST PRESENTATION ST,SIOUX FALLS,SD,57104,-999,(605) 221-2346,STATE,OPEN,-999,MINNEHAHA,46099,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.sd.gov/juvenile/JuvenilePrivatePlacement.aspx,2018/01/09 00:00:00,IMAGERY/OTHER,2020/02/07 00:00:00,https://www.lsssd.org/what-we-do/child-adolescent-services/residential-services-for-children-youth/,JUVENILE,-999,0.00327777576229,432.680051761433,5.04393191392e-07,-96.71941699999995,43.57763396900005
5751,10003545,SHELBY COUNTY JAIL,201 POPLAR AVE,MEMPHIS,TN,38103,-999,(901) 222-4700,COUNTY,OPEN,2359,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.shelby-sheriff.org/jl/index.html,2018/04/24 00:00:00,IMAGERY/OTHER,2019/12/08 00:00:00,http://www.shelby-sheriff.org/index.html,NOT AVAILABLE,-999,0.0101708198509,1216.97595152339,1.73086052972e-06,-90.0468602505,35.1485144505001
5752,10000544,MIAMI DADE REGIONAL JUVENILE DETENTION CENTER,3300 NW 27TH AVE,MIAMI,FL,33142,-999,(305) 637-4500,STATE,OPEN,-999,MIAMI-DADE,12086,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2017/11/06 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,126,0.00958123864229,1097.51075838623,4.0184822158e-06,-80.24223762649996,25.806334302000103
5753,10000464,ORANGE REGIONAL JUVENILE DETENTION CENTER,2800 S BUMBY AVE,ORLANDO,FL,32806,-999,(407) 897-2800,STATE,OPEN,20,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2015/10/31 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,124,0.00743219905992,864.085500635915,1.34307666474e-06,-81.3532407155,28.51013166500005
5754,10000471,PASCO JUVENILE DETENTION CENTER,28534 STATE ROAD 52,SAN ANTONIO,FL,33576,-999,(352) 588-5900,STATE,OPEN,49,PASCO,12101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/detention-centers,2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,36,0.00348165861579,411.302657185645,7.4538002897e-07,-82.34357862850001,28.3231765325
5755,10006706,SOUTH PLACER JAIL,11801 GO FOR BROKE ROAD,ROSEVILLE,CA,95678,-999,(916) 409-8100,COUNTY,OPEN,389,PLACER,06061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,https://www.placer.ca.gov/2483/South-Placer-Jail,NOT AVAILABLE,-999,0.0117612255439,1518.46766002035,5.24049205727e-06,-121.3016864105,38.8084258785001
5756,10003544,SHELBY COUNTY JAIL WOMEN'S FACILITY,6201 HALEY RD,MEMPHIS,TN,38134,-999,(901) 222-6611,COUNTY,OPEN,228,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.shelbycountytn.gov/Facilities/Facility/Details/16,2018/04/24 00:00:00,IMAGERY/OTHER,2019/12/08 00:00:00,http://www.shelby-sheriff.org/index.html,NOT AVAILABLE,-999,0.0061199470611,748.138500177585,1.10494578157e-06,-89.8564925445,35.149269474500045
5757,10005269,PLUMAS COUNTY CORRECTIONAL FACILITY,50 ABERNATHY LANE,QUINCY,CA,95971,-999,(530) 283-6267,COUNTY,OPEN,51,PLUMAS,06063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.countyofplumas.com/index.aspx?NID=587,NOT AVAILABLE,-999,0.00315995827127,388.393445875045,5.80645093835e-07,-120.907816286,39.933436738
5758,10005344,SOUTHWEST JUVENILE HALL,30755-C AULD ROAD,MURRIETA,CA,92563,-999,(951) 600-6750,COUNTY,OPEN,-999,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://rcprob.us/index.html,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,https://probation.co.riverside.ca.us/contact/institutions.aspx,JUVENILE,99,0.00533046169576,658.359189997161,1.02960040843e-06,-117.11994938550001,33.58086791800005
5759,10000862,RIVERSIDE COUNTY INDIO JAIL,46057 OASIS STREET,INDIO,CA,92201,-999,(760) 863-8252,COUNTY,OPEN,364,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.00489866359633,588.671965736634,9.9624438359e-07,-116.2216991045,33.71419407250005
5760,10001536,ROBERT PRESLEY DETENTION CENTER,4000 ORANGE STREET,RIVERSIDE,CA,92501,-999,(951) 955-4500,COUNTY,OPEN,711,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.00229933686192,274.862066629438,3.30278941018e-07,-117.374319493,33.978755679000045
5761,10000860,RIVERSIDE COUNTY JUVENILE HALL,3933 HARRISON STREET,RIVERSIDE,CA,92503,3523,(951) 358-4200,COUNTY,OPEN,-999,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,https://probation.co.riverside.ca.us/contact/institutions.aspx,2016/02/15 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,https://probation.co.riverside.ca.us/contact/institutions.aspx,JUVENILE,187,0.00951505173629,1155.1643687666,4.23603541349e-06,-117.4524759345,33.920230111500004
5762,10000778,SACRAMENTO COUNTY MAIN JAIL,651 I STREET,SACRAMENTO,CA,95814,-999,(916) 874-6752,COUNTY,OPEN,1917,SACRAMENTO,06067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,https://www.sacsheriff.com/pages/organization/main_jail/mainjail.aspx,NOT AVAILABLE,-999,0.00314151935631,381.97315064488,5.38296173826e-07,-121.4974937465,38.58298459850005
5763,10000779,RIO COSUMNES CORRECTIONAL CENTER,12500 BRUCEVILLE ROAD,ELK GROVE,CA,95757,-999,(916) 874-1927,COUNTY,OPEN,1504,SACRAMENTO,06067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2018/02/12 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,https://www.sacsheriff.com/pages/organization/rccc/rccc.aspx,MEDIUM,-999,0.0182967781521,2299.22107149003,2.15741822872e-05,-121.423353577,38.3064219835
5764,10003543,SHELBY ADULT OFFENDER CENTER,961 SYCAMORE VIEW RD,MEMPHIS,TN,38134,-999,(901) 222-8500,COUNTY,OPEN,-999,SHELBY,47157,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.shelbycountytn.gov/DocumentCenter/View/35571/Corrections?bidId=,2016/03/01 00:00:00,IMAGERY/OTHER,2019/12/06 00:00:00,http://www.shelbycountytn.gov/26/Corrections,MEDIUM,768,0.00795827752503,984.017023389416,3.39741075998e-06,-89.86342094999995,35.15128506500005
5765,10006333,ALACHUA ACADEMY,3430 NE 39TH AVENUE,GAINESVILLE,FL,32609,-999,(352) 872-5152,STATE,OPEN,14,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,https://www.sequelyouthservices.com/secure-residential/sequel-program-alachua,JUVENILE,28,0.0021864782023,258.335151310076,2.43028476509e-07,-82.2717738125,29.68030391000005
5766,10003948,BAY REGIONAL JUVENILE DETENTION CENTER,450 EAST 11TH STREET,PANAMA CITY,FL,32401,-999,(850) 872-4706,STATE,OPEN,27,BAY,12005,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,32,0.00342358580222,405.652870777389,5.44163356405e-07,-85.654629312,30.167108756
5767,10002164,BREVARD GROUP TREATMENT HOME,3905 GRISSOM PARKWAY,COCOA,FL,32926,-999,(321) 637-1866,STATE,OPEN,28,BREVARD,12009,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,30,0.00689045349197,780.655381391264,1.22458595176e-06,-80.7850443515,28.4177884995
5768,10002165,BREVARD JUVENILE DETENTION CENTER,5225 DEWITT AVE,COCOA,FL,32927,-999,(321) 690-3400,STATE,OPEN,37,BREVARD,12009,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,40,0.00341208199927,408.55060286021,5.8084164662e-07,-80.78426483999996,28.44959371300005
5769,10006336,BROWARD YOUTH TREATMENT CENTER,8301 SOUTH PALM DRIVE,PEMBROKE PINES,FL,33025,-999,(954) 962-1088,STATE,OPEN,28,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,28,0.00337286922241,394.384523751548,2.28006759641e-07,-80.252148584,25.999116919499997
5770,10000531,COLLIER JUVENILE DETENTION CENTER,3351 E TAMIAMI TRAIL,NAPLES,FL,34112,-999,(239) 417-6277,STATE,OPEN,3,COLLIER,12021,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/Detention/Facilities/Collier.html",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,45,0.00337398003066,393.15364868389,4.06353062254e-07,-81.76378037499995,26.130167464000053
5771,10004571,DUVAL REGIONAL JUVENILE DETENTION CENTER,1241 EAST 8TH STREET,JACKSONVILLE,FL,32206,4099,(904) 798-4820,STATE,OPEN,102,DUVAL,12031,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,100,0.00624436835446,752.915546702115,1.46415337426e-06,-81.638095645,30.34632125000005
5772,10000435,MARION REGIONAL JUVENILE DETENTION CENTER,3040 NW 10TH ST,OCALA,FL,34475,-999,(352) 732-1450,STATE,OPEN,29,MARION,12083,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,42,0.00401194760928,469.219953963284,7.78885667602e-07,-82.17446665999995,29.19638434700005
5773,10004657,MONROE JUVENILE DETENTION CENTER,5503 COLLEGE ROAD,KEY WEST,FL,33040,-999,(305) 293-1500,STATE,OPEN,2,MONROE,12087,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,10,0.00206195957685,239.904533786343,2.58745836629e-07,-81.7507836305,24.5770176705
5774,10001460,PALM BEACH JUVENILE DETENTION CENTER,1100 45TH ST,WEST PALM BEACH,FL,33407,-999,(561) 881-5020,STATE,OPEN,51,PALM BEACH,12099,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,65,0.00442303436245,521.536824908507,9.96947035043e-07,-80.06760650549995,26.75127407350005
5775,10000478,PINELLAS JUVENILE DETENTION CENTER,5255 140TH AVE N,CLEARWATER,FL,33760,-999,(727) 538-7100,STATE,OPEN,69,PINELLAS,12103,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,96,0.00501072905921,588.829566081982,1.53200604361e-06,-82.70508706699995,27.89997335150005
5776,10004628,ST. LUCIE REGIONAL JUVENILE DETENTION CENTER,1301 BELL AVENUE,FORT PIERCE,FL,34982,-999,(772) 468-3940,STATE,OPEN,44,ST. LUCIE,12111,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,49,0.00349152415176,410.500929348363,4.74164598207e-07,-80.33723989749996,27.3949229945001
5777,10000448,VOLUSIA REGIONAL JUVENILE DETENTION CENTER,3840 OLD DELAND RD,DAYTONA BEACH,FL,32124,-999,(386) 238-4780,STATE,OPEN,49,VOLUSIA,12127,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/detention-centers",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/detention-centers,JUVENILE,64,0.00323126401339,384.544064641659,5.52061789162e-07,-81.145139094,29.13653880400005
5778,10000472,CENTRAL PASCO GIRLS ACADEMY,2953 WILSON RD,LAND O'LAKES,FL,34639,-999,(813) 909-7800,STATE,OPEN,27,PASCO,12101,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,32,0.00647692677459,754.206087268824,2.3595007793e-06,-82.47823617499995,28.20146416550005
5779,10004600,BROOKSVILLE ACADEMY,201 CULBREATH ROAD,BROOKSVILLE,FL,34602,-999,(352) 799-5621,STATE,OPEN,58,HERNANDO,12053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tampabay.com/hernando/hernando-school-district-to-take-over-education-at-former-eckerd-connects-program-for-troubled-boys-20181212/,2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,60,0.00445437626846,529.67224933684,1.39406633154e-06,-82.37557147199995,28.43677462350005
5780,10004615,COLUMBUS YOUTH ACADEMY,9502 EAST COLUMBUS DRIVE,TAMPA,FL,33619,-999,(813) 769-0445,STATE,OPEN,40,HILLSBOROUGH,12057,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,50,0.00319706482919,373.893989257152,5.78217471073e-07,-82.34194988249995,27.9666999600001
5781,10000353,OKALOOSA YOUTH ACADEMY AND CRESTVIEW SEX OFFENDER PROGRAM,4455 STRAIGHTLINE RD,CRESTVIEW,FL,32539,-999,(850) 689-1984,STATE,OPEN,63,OKALOOSA,12091,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,75,0.00581566434279,700.901933930355,2.16520552451e-06,-86.521145666,30.700787929500052
5782,10004591,CYPRESS CREEK JUVENILE OFFENDER CC,2855 WEST WOODLAND RIDGE DRIVE,LECANTO,FL,34461,-999,(352) 527-3091,STATE,OPEN,71,CITRUS,12017,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://www.djj.state.fl.us/programs-facilities/residential-facilities",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,96,0.0078154182252,952.449217779181,3.35445377491e-06,-82.481230165,28.84527703600005
5783,10004655,DADE JUVENILE RESIDENTIAL FACILITY,18500 SOUTHWEST 424TH STREET,FLORIDA CITY,FL,33034,-999,(305) 247-6492,STATE,OPEN,50,MIAMI-DADE,12086,USA,922140,CORRECTIONAL INSTITUTIONS,"https://nces.ed.gov/ccd/schoolsearch/, http://eaop.us/about/outreach-centers/",2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://eaop.us/about/outreach-centers/,JUVENILE,56,0.00666150877623,777.160305489712,2.7336744689e-06,-80.48114816049996,25.372218025000052
5784,10000449,DAYTONA JUVENILE RESIDENTIAL FACILITY,1386 INDIAN LAKE ROAD,DAYTONA BEACH,FL,32124,1001,(386) 265-1932,STATE,OPEN,48,VOLUSIA,12127,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/residential-facilities,2019/12/12 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,30,0.00432160490061,527.374974362945,1.03768613511e-06,-81.143034553,29.13683043100005
5785,10004554,DOVE ACADEMY,5270 EZELL ROAD,GRACEVILLE,FL,32440,-999,(850) 263-7550,STATE,OPEN,-999,JACKSON,12063,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/residential-facilities,2017/11/06 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,38,0.00415542859851,502.987677286801,1.07589634578e-06,-85.4939435565,30.9514905475001
