uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,g_name_sim,internal_name_sim,max_name_similarity,hidden,HIFLDID,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override,facilityInternal_x,SHAPE_Length,facilityInternal_y,googlePlaceName_x,googlePlaceName_y
c992676f11d8e9,,,,NY,GTL,,2021-04-04T13:57:00.903Z,False,,ST. LAWRENCE COUNTY CORRECTIONAL FACILITY,"17 Commerce Ln, Canton, NY 13617, United States",-75.18164060000001,44.5883407,St. Lawrence County,ChIJhw7K64z2zEwRM0vj1m6ix0M,NY,100.0,14.0,100.0,False,10003123,,,,,,,,,,,COUNTY JAIL,811.675719190821,ST. LAWRENCE COUNTY CORRECTIONAL FACILITY,,
714414bfd54f85,,,,NY,GTL,,2021-04-04T13:57:11.291Z,False,,TIOGA COUNTY JAIL,"103 Corporate Dr, Owego, NY 13827, United States",-76.26627429999999,42.14176,Tioga County,ChIJI_lzrJyQ2okRbpAs0m7HkLE,NY,100.0,20.0,100.0,False,10003191,,,,,,,,,,,COUNTY JAIL,611.53807213005,TIOGA COUNTY JAIL,,
ffe30f50556fb1,,,,NY,GTL,,2021-04-04T13:57:32.048Z,False,,WAYNE COUNTY JAIL,"7376 NY-31 #1000, Lyons, NY 14489, United States",-77.0319681,43.0669238,Wayne County,ChIJ48qS6kAt14kRUiAOYDFQ_0M,NY,100.0,30.0,100.0,False,10000749,,,,,,,,,,,COUNTY JAIL,781.44398139796,WAYNE COUNTY JAIL,,
1788bcc0a667b7,,Contra Costa CA,,CA,GTL,,2021-04-04T13:52:39.831Z,False,,MARSH CREEK DETENTION FACILITY,"12000 Marsh Creek Rd, Clayton, CA 94517, United States",-121.8629438,37.89596299999999,Contra Costa County,ChIJsVPOS_n2j4ARuEQh6o5_hZc,CA,100.0,12.0,100.0,False,10002324,,,,,,,,,,,MARSH CREEK DETENTION,1347.5691439255,MARSH CREEK DETENTION FACILITY,,
77c62a2f8fd631,,Contra Costa CA,,CA,GTL,,2021-04-04T13:52:47.608Z,False,,ORIN ALLEN YOUTH REHABILITATION FACILITY,"4491 Bixler Rd, Byron, CA 94514, United States",-121.618507,37.875777,Contra Costa County,ChIJEVermaQCkIARzsD2yYFvX50,CA,100.0,14.0,100.0,False,10006700,,,,,,,,,,,ORIN ALLEN YOUTH REHAB,744.063772898705,ORIN ALLEN YOUTH REHABILITATION FACILITY,,
ff770b6b587b69,,Contra Costa CA,,CA,GTL,,2021-04-04T13:52:51.306Z,False,,WEST COUNTY DETENTION FACILITY,"5555 Giant Hwy, Richmond, CA 94806, United States",-122.3542785,37.9937896,Contra Costa County,ChIJycAPqSd2hYARqSise0GAf9g,CA,100.0,12.0,100.0,False,10002325,,,,,,,,,,,WEST COUNTY DETENTION,1503.7792091116,WEST COUNTY DETENTION FACILITY,,
9710be973165e2,,,,CA,GTL,,2021-04-04T13:52:57.790Z,False,,FCI DUBLIN,"5701 8th St, Dublin, CA 94568, United States",-121.8948984,37.7177416,Alameda County,ChIJS4iEd6Huj4ARU10VzDaBozk,CA,100.0,15.0,100.0,False,10005303,,,,,,,,,,,DUBLIN FCI,1800.93532234316,FCI DUBLIN,,
546115122cab96,,,,CA,GTL,,2021-04-04T13:53:04.925Z,False,,FCI MENDOTA,"33500 W California Ave, Mendota, CA 93640, United States",-120.3923429,36.7319077,Fresno County,ChIJoxkrqXeRk4AREAmxYOI0auY,CA,100.0,29.0,100.0,False,10006179,,,,,,,,,,,MENDOTA FCI,2298.99278688848,FCI MENDOTA,,
0dffd3864b90d4,,,,CA,GTL,,2021-04-04T13:53:29.836Z,False,,GLENN COUNTY JAIL,"141 S Lassen St, Willows, CA 95988, United States",-122.2000609,39.5197215,Glenn County,ChIJAfAdyRUFg4ARnv8nJ3u4BXc,CA,100.0,20.0,100.0,False,10002312,,,,,,,,,,,JAIL,374.124275371221,GLENN COUNTY JAIL,,
28f290a8d0e434,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:55:53.182Z,False,,CENTRAL JUVENILE HALL,"1605 Eastlake Ave, Los Angeles, CA 90033, United States",-118.2071627,34.0641421,Los Angeles County,ChIJGaLSJ3bGwoARG3TI4x78ki8,CA,100.0,25.0,100.0,False,10002355,,,,,,,,,,,MCCOURTNEY JUVENILE CENTER,1710.45899780138,CENTRAL JUVENILE HALL,,
514a6184b4706e,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:04.410Z,False,,MEN'S CENTRAL JAIL,"441 Bauchet St, Los Angeles, CA 90012, United States",-118.2321102,34.0590853,Los Angeles County,ChIJc77Z4ULGwoARo37qb_EDrFM,CA,100.0,29.0,100.0,False,10000888,,,,,,,,,,,MEN'S CENTRAL JAIL:  PRO PER,1001.3858534866,MEN'S CENTRAL JAIL,,
9f003d27f45795,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:01.079Z,False,,INMATE RECEPTION CENTER,"450 Bauchet St, Los Angeles, CA 90012, United States",-118.2306634,34.0592292,Los Angeles County,ChIJ4WORi0LGwoARHdSuJbxuIxI,CA,100.0,23.0,100.0,False,10000889,,,,,,,,,,,MEN'S CENTRAL JAIL IRC,422.81388198603,INMATE RECEPTION CENTER,,
b6f9303a18dbf7,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:41.576Z,False,,NORTH COUNTY CORRECTIONAL FACILITY,"29340 The Old Rd, Castaic, CA 91384, United States",-118.6103215,34.4517858,Los Angeles County,ChIJv8U5BUGHwoARKiSE2FNcmYk,CA,100.0,16.0,100.0,False,10002350,,,,,,,,,,,PITCHESS/NORTH COUNTY (NCCF),1619.31766876159,NORTH COUNTY CORRECTIONAL FACILITY,,
700aa16fe5faa6,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:56:45.444Z,False,,NORTH COUNTY CORRECTIONAL FACILITY,"29340 The Old Rd, Castaic, CA 91384, United States",-118.6103215,34.4517858,Los Angeles County,ChIJv8U5BUGHwoARKiSE2FNcmYk,CA,100.0,16.0,100.0,False,10002350,,,,,,,,,,,PITCHESS/NORTH FACILITY,1619.31766876159,NORTH COUNTY CORRECTIONAL FACILITY,,
79aeeddd04b2b3,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:31.117Z,False,,TWIN TOWERS CORRECTIONAL FACILITY,"450 Bauchet St, Los Angeles, CA 90012, United States",-118.2306133,34.0588539,Los Angeles County,ChIJPWZHk0LGwoARPscpl808MEU,CA,100.0,17.0,100.0,False,10005375,,,,,,,,,,,TWIN TOWERS JAIL FACILITY,1077.70544732781,TWIN TOWERS CORRECTIONAL FACILITY,,
c82b658b87873d,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:35.166Z,False,,TWIN TOWERS CORRECTIONAL FACILITY,"450 Bauchet St, Los Angeles, CA 90012, United States",-118.2306133,34.0588539,Los Angeles County,ChIJPWZHk0LGwoARPscpl808MEU,CA,100.0,17.0,100.0,False,10005375,,,,,,,,,,,TWIN TOWERS JAIL FACILITY IRC,1077.70544732781,TWIN TOWERS CORRECTIONAL FACILITY,,
09902c3a074ebd,,Los Angeles County CA,,CA,GTL,,2021-04-04T13:57:38.481Z,False,,TWIN TOWERS CORRECTIONAL FACILITY,"450 Bauchet St, Los Angeles, CA 90012, United States",-118.2306133,34.0588539,Los Angeles County,ChIJPWZHk0LGwoARPscpl808MEU,CA,100.0,17.0,100.0,False,10005375,,,,,,,,,,,TWIN TOWERS JAIL:  PRO PER,1077.70544732781,TWIN TOWERS CORRECTIONAL FACILITY,,
8d78c2357c72ef,,,,CA,GTL,,2021-04-04T13:58:04.473Z,False,,MARIN COUNTY JAIL,"13 Peter Behr Dr, San Rafael, CA 94903, United States",-122.532293,37.999253,Marin County,ChIJiUKGV9CZhYARAAFne-XU4Sk,CA,100.0,30.0,100.0,False,10001524,,,,,,,,,,,COUNTY JAIL,344.979543126152,MARIN COUNTY JAIL,,
e97ad7a3f8f4b0,,Merced County CA,,CA,GTL,,2021-04-04T13:58:08.174Z,False,,JOHN LATORRACA CORRECTIONAL FACILITY,"2584 W Sandy Mush Rd, Merced, CA 95341, United States",-120.534427,37.1858681,Merced County,ChIJq-JzLVpnkYARP08Y6YCs3LY,CA,100.0,15.0,100.0,False,10000808,,,,,,,,,,,JOHN LATORRACA JAIL,1078.13657278414,JOHN LATORRACA CORRECTIONAL FACILITY,,
084ad9b2a6d402,,Merced County CA-Juvenile Justice Complex,,CA,GTL,,2021-04-04T13:58:19.979Z,False,,JOHN LATORRACA CORRECTIONAL FACILITY,"2584 W Sandy Mush Rd, Merced, CA 95341, United States",-120.534427,37.1858681,Merced County,ChIJq-JzLVpnkYARP08Y6YCs3LY,CA,100.0,15.0,100.0,False,10000808,,,,,,,,,,,JOHN LATORRACA JAIL,1078.13657278414,JOHN LATORRACA CORRECTIONAL FACILITY,,
574c0007ad4b8b,,Orange County CA,,CA,GTL,,2021-04-04T13:58:43.029Z,False,,ORANGE COUNTY JUVENILE HALL,"331 The City Dr S, Orange, CA 92868, United States",-117.8879486,33.7851512,Orange County,ChIJy4xfeCjY3IARfQ4E5cYBZr4,CA,100.0,20.0,100.0,False,10005347,,,,,,,,,,,JUVENILE HALL,1252.0770931556,ORANGE COUNTY JUVENILE HALL,,
f40123e8983d80,,,,CA,GTL,,2021-04-04T13:59:13.067Z,False,,SHASTA COUNTY JAIL,"1655 West St, Redding, CA 96001, United States",-122.3961655,40.5813422,Shasta County,ChIJZXGR2uLs0lQR-e08O-VAII0,CA,100.0,19.0,100.0,False,10005260,,,,,,,,,,,MAIN JAIL,310.743086610259,SHASTA COUNTY JAIL,,
701ae315f89cbd,,,,CA,GTL,,2021-04-04T13:59:28.848Z,False,,SOLANO COUNTY JUVENILE DETENTION FACILITY,"740 Beck Ave, Fairfield, CA 94533, United States",-122.0636367,38.2519721,Solano County,ChIJCyGgfRcUhYARU57nro3G7LQ,CA,100.0,14.0,100.0,False,10005297,,,,,,,,,,,JUVENILE,800.806842341967,SOLANO COUNTY JUVENILE DETENTION FACILITY,,
fca9a53669134f,,Tulare County CA,,CA,GTL,,2021-04-04T13:59:40.163Z,False,,BOB WILEY DETENTION FACILITY,"36712 Rd 112, Visalia, CA 93291, United States",-119.3211441,36.4570236,Tulare County,ChIJa8bBsdUjlYARznHJAr2Bnis,CA,100.0,13.0,100.0,False,10002338,,,,,,,,,,,BOB WILEY CORRECTIONAL,948.525135123464,BOB WILEY DETENTION FACILITY,,
a5be5f6aab1c1b,,Tulare County CA,,CA,GTL,,2021-04-04T13:59:48.501Z,False,,TULARE COUNTY ADULT PRE-TRIAL FACILITY,"36650 Rd 112, Visalia, CA 93291, United States",-119.3211954,36.4550698,Tulare County,ChIJc8vBsdUjlYAR-fBd8ojvAx4,CA,100.0,10.0,100.0,False,10002337,,,,,,,,,,,PRE,529.783872148946,TULARE COUNTY ADULT PRE-TRIAL FACILITY,,
b5841e6aed5d61,,,,CA,GTL,,2021-04-04T13:59:54.637Z,False,,YUBA COUNTY JAIL,"215 5th St, Marysville, CA 95901, United States",-121.5868886,39.1414793,Yuba County,ChIJRR08AQtTm4AREj4Dw9Gn6r0,CA,100.0,21.0,100.0,False,10002313,,,,,,,,,,,JAIL,514.35406693885,YUBA COUNTY JAIL,,
939b2aff0ba6cb,,,,UT,GTL,,2021-04-04T14:06:25.042Z,False,,DUCHESNE COUNTY JAIL,"21554 W 9000 S, Duchesne, UT 84021, United States",-110.3884066,40.1792318,Duchesne County,ChIJ7fvob2upT4cR9muhVlxCApk,UT,100.0,17.0,100.0,False,10003470,,,,,,,,,,,JAIL,1273.34970995673,DUCHESNE COUNTY JAIL,,
3983d6c3cb6bbd,,Federal Bureau of Prisons SD-Yankton FPC,,SD,GTL,,2021-04-04T14:06:31.380Z,False,,FPC YANKTON,"Yankton, SD 57078, United States",-97.3903165,42.8801279,Yankton County,ChIJD8JUcAuhj4cRi3gcbmzD8FY,SD,100.0,29.0,100.0,False,10001125,,,,,,,,,,,YANKTON FPC,1342.31021827787,FPC YANKTON,,
02b9887da6b64d,,,,SD,GTL,,2021-04-04T14:06:37.852Z,False,,SOUTH DAKOTA STATE PENITENTIARY,"1600 North Dr, Sioux Falls, SD 57104, United States",-96.7249956,43.5667657,Minnehaha County,ChIJo1QiVBG1jocRTGrkohrIYIk,SD,100.0,12.0,100.0,False,10001123,,,,,,,,,,,SOUTH DAKOTA DEPARTMENT OF CORRECTIONS,1569.5621731146,SOUTH DAKOTA STATE PENITENTIARY,,
8d391dc6e9b697,,Vermont Department of Corrections,,VT,GTL,,2021-04-04T14:06:25.804Z,False,,MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY,"167 State St, Rutland, VT 05701, United States",-72.99069639999999,43.6092883,Rutland County,ChIJFU6jgH8j4IkRqVO2xpTqpO4,VT,100.0,13.0,100.0,False,10000095,,,,,,,,,,,MARBLE VALLEY REGIONAL (MVRCF),598.030712438224,MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY,,
4fc7a214812c1f,,Vermont Department of Corrections,,VT,GTL,,2021-04-04T14:06:30.617Z,False,,NORTHEAST CORRECTIONAL COMPLEX,"1270 US-5, St Johnsbury, VT 05819, United States",-72.02754709999999,44.3958822,Caledonia County,ChIJR3e-hDxFtEwRCsB0vOTOrds,VT,100.0,18.0,100.0,False,10001918,,,,,,,,,,,NORTHEAST REGIONAL (NERCF),652.201576579043,NORTHEAST CORRECTIONAL COMPLEX,,
8db9bf07296a81,,Vermont Department of Corrections,,VT,GTL,,2021-04-04T14:06:40.243Z,False,,NORTHWEST STATE CORRECTIONAL FACILITY,"3649 Lower Newton Rd, Swanton, VT 05488, United States",-73.1328391,44.8500659,Franklin County,ChIJLRio8N0bykwRJWP3VfU9sNU,VT,100.0,15.0,100.0,False,10001116,,,,,,,,,,,NORTHWEST STATE (NWSCF),1698.49626768334,NORTHWEST STATE CORRECTIONAL FACILITY,,
07a7e710e8aaf4,,Vermont Department of Corrections,,VT,GTL,,2021-04-04T14:06:50.858Z,False,,SOUTHERN STATE CORRECTIONAL FACILITY,"700 Charlestown Rd, Springfield, VT 05156, United States",-72.438374,43.26875,Windsor County,ChIJXTl-UkW54YkR5d6am--JQ3c,VT,100.0,15.0,100.0,False,10000094,,,,,,,,,,,SOUTHERN STATE (SSCF),1404.7563692143,SOUTHERN STATE CORRECTIONAL FACILITY,,
d296dc08c83ecb,,,,NC,GTL,,2021-04-04T13:54:21.490Z,False,,DURHAM COUNTY DETENTION FACILITY,"219 S Mangum St, Durham, NC 27701, United States",-78.9014206,35.9931627,Durham County,ChIJS5FZM2zkrIkRdMO6wNlekHI,NC,100.0,11.0,100.0,False,10001762,,,,,,,,,,,DETENTION FACILITY,735.907675177651,DURHAM COUNTY DETENTION FACILITY,,
8ffab473301969,,,,NC,GTL,,2021-04-04T13:54:26.090Z,False,,FCI BUTNER LOW,"3000 Old 75 Hwy, Butner, NC 27509, United States",-78.7994598,36.1437232,Granville County,ChIJVVVVVQxfrIkR7lcGe2HnZyw,NC,100.0,12.0,100.0,False,10001748,,,,,,,,,,,BUTNER FCC,1861.61888752832,FCI BUTNER LOW,,
a1fcdb424ecf09,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:55:01.949Z,False,,ALEXANDER CORRECTIONAL INSTITUTION,"633 Old Landfill Rd, Taylorsville, NC 28681, United States",-81.17036039999999,35.8845584,Alexander County,ChIJuz7ESHs_UYgRyxSr91a-yB4,NC,100.0,16.0,100.0,False,10001023,,,,,,,,,,,ALEXANDER CORRECTIONAL,2141.99940354628,ALEXANDER CORRECTIONAL INSTITUTION,,
85ce305b7c138a,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:01:00.499Z,False,,ALEXANDER CORRECTIONAL INSTITUTION,"633 Old Landfill Rd, Taylorsville, NC 28681, United States",-81.17036039999999,35.8845584,Alexander County,ChIJuz7ESHs_UYgRyxSr91a-yB4,NC,100.0,16.0,100.0,False,10001023,,,,,,,,,,,ALEXANDER CORRECTIONAL,2141.99940354628,ALEXANDER CORRECTIONAL INSTITUTION,,
b4c7430d2821c8,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:55:37.292Z,False,,CALEDONIA CORRECTIONAL INSTITUTION,"2787 Caledonia Dr, Halifax, NC 27839, United States",-77.4539887,36.3019672,Halifax County,ChIJia64TKQ4rokR9DWmRtJ1f9U,NC,100.0,16.0,100.0,False,10002633,,,,,,,,,,,CALEDONIA CORRECTIONAL,1355.09547999849,CALEDONIA CORRECTIONAL INSTITUTION,,
6a69af53ef1ff3,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:01:37.584Z,False,,CALEDONIA CORRECTIONAL INSTITUTION,"2787 Caledonia Dr, Halifax, NC 27839, United States",-77.4539887,36.3019672,Halifax County,ChIJia64TKQ4rokR9DWmRtJ1f9U,NC,100.0,16.0,100.0,False,10002633,,,,,,,,,,,CALEDONIA CORRECTIONAL,1355.09547999849,CALEDONIA CORRECTIONAL INSTITUTION,,
6faf589c463b26,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:58:08.267Z,False,,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,"545 Amity Park Rd, Spruce Pine, NC 28777, United States",-82.0019476,35.9310779,Avery County,ChIJH-MyyIy8UIgRhEr0vFHk_nU,NC,100.0,15.0,100.0,False,10001754,,,,,,,,,,,MOUNTAIN VIEW CORRECTIONAL,1099.858171004,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,,
35118fda10e1da,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:04:13.718Z,False,,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,"545 Amity Park Rd, Spruce Pine, NC 28777, United States",-82.0019476,35.9310779,Avery County,ChIJH-MyyIy8UIgRhEr0vFHk_nU,NC,100.0,15.0,100.0,False,10001754,,,,,,,,,,,MOUNTAIN VIEW CORRECTIONAL,1099.858171004,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,,
0e2e954eb27af2,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:59:16.768Z,False,,PIEDMONT CORRECTIONAL INSTITUTION,"1245 Camp Rd, Salisbury, NC 28147, United States",-80.5458623,35.6218283,Rowan County,ChIJjVs1OK_2U4gRBYvtE9KJTgA,NC,100.0,17.0,100.0,False,10004183,,,,,,,,,,,PIEDMONT MINIMUM CORRECTIONAL,1425.89210335407,PIEDMONT CORRECTIONAL INSTITUTION,,
b34b2b6fa7b5ea,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:05:21.626Z,False,,PIEDMONT CORRECTIONAL INSTITUTION,"1245 Camp Rd, Salisbury, NC 28147, United States",-80.5458623,35.6218283,Rowan County,ChIJjVs1OK_2U4gRBYvtE9KJTgA,NC,100.0,17.0,100.0,False,10004183,,,,,,,,,,,PIEDMONT MINIMUM CORRECTIONAL,1425.89210335407,PIEDMONT CORRECTIONAL INSTITUTION,,
6cb8744de0dabb,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:59:58.488Z,False,,SOUTHERN CORRECTIONAL INSTITUTION,"272 Glen Rd, Troy, NC 27371, United States",-79.8736335,35.378298,Montgomery County,ChIJxQGbRwubVIgRJiGhLBCUWpM,NC,100.0,17.0,100.0,False,10001784,,,,,,,,,,,SOUTHERN MINIMUM SECURITY UNIT,1192.14050557221,SOUTHERN CORRECTIONAL INSTITUTION,,
5e57ae9098c978,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:06:03.992Z,False,,SOUTHERN CORRECTIONAL INSTITUTION,"272 Glen Rd, Troy, NC 27371, United States",-79.8736335,35.378298,Montgomery County,ChIJxQGbRwubVIgRJiGhLBCUWpM,NC,100.0,17.0,100.0,False,10001784,,,,,,,,,,,SOUTHERN MINIMUM SECURITY UNIT,1192.14050557221,SOUTHERN CORRECTIONAL INSTITUTION,,
6d7b8b019bcc5e,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T14:00:04.182Z,False,,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,"55 Lake Eden Rd, Black Mountain, NC 28711, United States",-82.37258609999999,35.6117546,Buncombe County,ChIJk7_5U8H5WYgR6u7lCtyxcw4,NC,100.0,14.0,100.0,False,10006217,,,,,,,,,,,SWANNANOA CORR. CENTER FOR WOMEN,3359.56364678471,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,,
0d765908764b02,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:06:08.652Z,False,,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,"55 Lake Eden Rd, Black Mountain, NC 28711, United States",-82.37258609999999,35.6117546,Buncombe County,ChIJk7_5U8H5WYgR6u7lCtyxcw4,NC,100.0,14.0,100.0,False,10006217,,,,,,,,,,,SWANNANOA CORR. CENTER FOR WOMEN,3359.56364678471,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,,
9513bfef46cdb2,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T14:00:09.429Z,False,,TABOR CORRECTIONAL INSTITUTION,"4600 Swamp Fox Hwy W, Tabor City, NC 28463, United States",-78.9140396,34.1868286,Columbus County,ChIJ8aJaaqaQqokRRLi-JDd2NrE,NC,100.0,18.0,100.0,False,10001799,,,,,,,,,,,TABOR CITY CORRECTIONAL INSTITUTE,2112.7116758405,TABOR CORRECTIONAL INSTITUTION,,
101886d893fcd4,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:06:13.650Z,False,,TABOR CORRECTIONAL INSTITUTION,"4600 Swamp Fox Hwy W, Tabor City, NC 28463, United States",-78.9140396,34.1868286,Columbus County,ChIJ8aJaaqaQqokRRLi-JDd2NrE,NC,100.0,18.0,100.0,False,10001799,,,,,,,,,,,TABOR CITY CORRECTIONAL INSTITUTE,2112.7116758405,TABOR CORRECTIONAL INSTITUTION,,
68ee6a1caebc22,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T14:00:42.312Z,False,,BURKE CRV CENTER,"5161 Western Ave, Morganton, NC 28655, United States",-81.68730149999999,35.6801074,Burke County,ChIJ6dLFP3vSUIgRhuDQpjvQnJU,NC,100.0,11.0,100.0,False,10006348,,,,,,,,,,,BURKE CRV,661.84329306436,BURKE CRV CENTER,,
aa7171861d7d87,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:06:43.997Z,False,,BURKE CRV CENTER,"5161 Western Ave, Morganton, NC 28655, United States",-81.68730149999999,35.6801074,Burke County,ChIJ6dLFP3vSUIgRhuDQpjvQnJU,NC,100.0,11.0,100.0,False,10006348,,,,,,,,,,,BURKE CRV,661.84329306436,BURKE CRV CENTER,,
4d4e3926af27eb,,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T14:00:54.065Z,False,,ROBESON CRV CENTER,"803 NC-711, Lumberton, NC 28360, United States",-79.07360290000001,34.6251103,Robeson County,ChIJeaH9uC_cqokRRvlYn9_kQUY,NC,100.0,19.0,100.0,False,10001794,,,,,,,,,,,ROBESON CRV,796.588651931665,ROBESON CRV CENTER,,
bbdaa8ab4f0770,,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:06:54.065Z,False,,ROBESON CRV CENTER,"803 NC-711, Lumberton, NC 28360, United States",-79.07360290000001,34.6251103,Robeson County,ChIJeaH9uC_cqokRRvlYn9_kQUY,NC,100.0,19.0,100.0,False,10001794,,,,,,,,,,,ROBESON CRV,796.588651931665,ROBESON CRV CENTER,,
32841912a34ff7,,,,VA,GTL,,2021-04-04T14:06:25.335Z,False,,CHESTERFIELD COUNTY JAIL,"6900 Mimms Dr, Chesterfield, VA 23832, United States",-77.5078221,37.3789574,Chesterfield County,ChIJxfXqaZgLsYkRWuLLqEVt0pQ,VA,100.0,15.0,100.0,False,10002381,,,,,,,,,,,COUNTY JAIL,711.254089776748,CHESTERFIELD COUNTY JAIL,,
eab8ab52fa12b8,,,,VA,GTL,,2021-04-04T14:06:30.489Z,False,,CULPEPER COUNTY JAIL,"131 W Cameron St, Culpeper, VA 22701, United States",-77.99639210000001,38.4742792,Culpeper County,ChIJzxwBsuomtIkRbSgdbiqwnGM,VA,100.0,17.0,100.0,False,10003250,,,,,,,,,,,COUNTY JAIL,123.818775246108,CULPEPER COUNTY JAIL,,
9e12ef3ecdddc7,,,,VA,GTL,,2021-04-04T14:06:34.583Z,False,,USP LEE,"Hickory Flat Rd, Pennington Gap, VA 24277, United States",-83.0016339,36.7029973,Lee County,ChIJyb9c8XoiW4gRyofNMA0pbEI,VA,100.0,0.0,100.0,False,10003329,,,,,,,,,,,LEE USP,1692.62920647774,USP LEE,,
20c41dfb95655b,,Federal Bureau of Prisons VA-Petersburg FCC,,VA,GTL,,2021-04-04T14:06:36.418Z,False,,FCI PETERSBURG MEDIUM,"1060 River Rd, Hopewell, VA 23860, United States",-77.34411620000002,37.304573,Prince George County,ChIJDxm2F4cHsYkRjdQrasNw4kE,VA,100.0,0.0,100.0,False,10001586,,,,,,,,,,,PETERSBURG FCC,2195.21930448751,FCI PETERSBURG MEDIUM,,
904824ed62a203,,,,VA,GTL,,2021-04-04T14:06:56.521Z,False,,MEHERRIN RIVER REGIONAL JAIL,"9000 Boydton Plank Rd, Alberta, VA 23821, United States",-77.89753019999999,36.8451172,Brunswick County,ChIJ5Q1DdCH4sYkRXSveVahjLcg,VA,100.0,13.0,100.0,False,10006877,,,,,,,,,,,MEHERRIN RIVER (RJA) VA,809.572442926837,MEHERRIN RIVER REGIONAL JAIL,,
1c27efd409a447,,,,VA,GTL,,2021-04-04T14:06:57.814Z,False,,MIDDLE RIVER REGIONAL JAIL,"350 Technology Dr, Staunton, VA 24401, United States",-79.0102856,38.1917528,Augusta County,ChIJM-Q0UdahtIkRaG7qEcW6Gnc,VA,100.0,14.0,100.0,False,10003257,,,,,,,,,,,REGIONAL JAIL,1117.04089890648,MIDDLE RIVER REGIONAL JAIL,,
ca9c3dbaf1e30f,,,,VA,GTL,,2021-04-04T14:06:59.270Z,False,,MONTGOMERY COUNTY JAIL,"Christiansburg, VA 24073, United States",-80.407984,37.1296807,Montgomery County,ChIJhdR9rKmTTYgRENXC1yio85k,VA,100.0,24.0,100.0,False,10003312,,,,,,,,,,,JAIL,165.161323504194,MONTGOMERY COUNTY JAIL,,
5a0ded923f08ca,,,,VA,GTL,,2021-04-04T14:07:02.364Z,False,,NEW RIVER VALLEY REGIONAL JAIL,"108 Baker Rd, Dublin, VA 24084, United States",-80.6779823,37.0852718,Pulaski County,ChIJF_cYsyD7TYgR0zxZYnYMeic,VA,100.0,12.0,100.0,False,10003303,,,,,,,,,,,REGIONAL JAIL,798.021025117995,NEW RIVER VALLEY REGIONAL JAIL,,
c17c5d8c8d61b8,,,,VA,GTL,,2021-04-04T14:07:04.991Z,False,,PAMUNKEY REGIONAL JAIL,"7240 Courtland Farm Rd, Hanover, VA 23069, United States",-77.3536651,37.7603257,Hanover County,ChIJ_9Np3R8lsYkRzD3xNXa2znU,VA,100.0,16.0,100.0,False,10003266,,,,,,,,,,,REGIONAL JAIL,871.880497784689,PAMUNKEY REGIONAL JAIL,,
07e3542356d140,,,,VA,GTL,,2021-04-04T14:07:06.455Z,False,,PIEDMONT REGIONAL JAIL,"801 Industrial Park Rd, Farmville, VA 23901, United States",-78.42861060000001,37.324301,Prince Edward County,ChIJ978wQoFOsokROOKDeQvuiV0,VA,100.0,16.0,100.0,False,10003291,,,,,,,,,,,REGIONAL SECURITY CENTER,565.085512683317,PIEDMONT REGIONAL JAIL,,
