,id,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,createdAt,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,index_right,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Le_1,SHAPE_Area,g_name_sim,internal_name_sim,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override
2624,2625,HANCOCK COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:16:37.367Z,,,HANCOCK COUNTY JAIL,"Hancock County Court House, 50 State St, Ellsworth, ME 04605, United States",-68.4258533,44.5426687,Hancock County,ChIJXXyEBbDxrkwRc1OQoWrLVIo,ME,4999,5000,10005032,HANCOCK COUNTY JAIL,50 STATE STREET,ELLSWORTH,ME,04605,-999,(207) 667-7588,COUNTY,OPEN,45,HANCOCK,23009,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.hancock.me.us/site/index.php/state-police-so-call-sharing-agreement-8,2019-12-16,IMAGERY/OTHER,2019-12-16,https://co.hancock.me.us/site/index.php/state-police-so-call-sharing-agreement-8,NOT AVAILABLE,-999,0.00456318278551,585.7848051391443,4.99882597e-07,100,100,,,,,,,,,,
2625,2626,KENNEBEC COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:17:21.061Z,,,KENNEBEC COUNTY SHERIFF,"125 State St #1, Augusta, ME 04330, United States",-69.7778558,44.313311,Kennebec County,ChIJHUjfZkoBskwREzFMNzW3Wjg,ME,141,142,10006252,KENNEBEC COUNTY JAIL,115 STATE ST,AUGUSTA,ME,04330,-999,(207) 623-2270,COUNTY,OPEN,151,KENNEBEC,23011,USA,922140,CORRECTIONAL INSTITUTIONS,https://kennebecso.com/corrections/,2018-03-20,IMAGERY/OTHER,2019-12-16,https://www.kennebecso.com/,NOT AVAILABLE,150,0.00165518193015,217.87606249201593,1.60926414e-07,86,100,,,,,,,,,,
2626,2627,KNOX COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:18:03.071Z,,,KNOX COUNTY SHERIFF'S OFFICE MAINE - CORRECTIONAL FACILITY,"327 Park St, Rockland, ME 04841, United States",-69.13219289999999,44.1038432,Knox County,ChIJe278A8_PrUwRmwuxqGLTeYw,ME,4988,4989,10001164,KNOX COUNTY CORRECTIONAL FACILITY,327 PARK ST,ROCKLAND,ME,04841,-999,(207) 594-0430,COUNTY,OPEN,64,KNOX,23013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.knoxso.com/?fbclid=IwAR08O0weBV2o3hcy-uOJNt8dCx_2iGqJZhxWPpHKJQWyBz8wJZX6DXlswbk,2019-12-16,IMAGERY/OTHER,2019-12-16,https://www.facebook.com/knoxcountymaine,MAXIMUM,60,0.00367715106927,477.263187067538,4.72513825e-07,100,81,,,,,,,,,,
2627,2628,OXFORD COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:18:47.963Z,,,OXFORD COUNTY JAIL,"26 Western Ave, South Paris, ME 04281, United States",-70.51898179999999,44.2215026,Oxford County,ChIJ6WU7Pxs2skwRHMA4MRGS5Nk,ME,5000,5001,10005031,OXFORD COUNTY HOLDING FACILITY,26 WESTERN AVENUE,SOUTH PARIS,ME,04281,-999,(207) 743-9554,COUNTY,OPEN,10,OXFORD,23017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oxfordcounty.org/resources/jail,2019-12-16,IMAGERY/OTHER,2019-12-16,https://www.oxfordcounty.org/resources/jail,MINIMUM,-999,0.00167528073493,215.87459443475888,1.42775083e-07,84,84,,,,,,,,,,
2628,2629,PENOBSCOT COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:19:20.290Z,,,PENOBSCOT COUNTY SHERIFF,"85 Hammond St, Bangor, ME 04401, United States",-68.7726765,44.8023162,Penobscot County,ChIJb9zoH0VLrkwRW1SDDQApPf0,ME,4990,4991,10003633,PENOBSCOT COUNTY JAIL,85 HAMMOND ST,BANGOR,ME,04401,-999,(207) 947-4585,COUNTY,OPEN,187,PENOBSCOT,23019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.penobscot-sheriff.net/corrections.html,2018-03-20,IMAGERY/OTHER,2019-12-16,http://www.penobscot-sheriff.net/home.html,MAXIMUM,157,0.00212290687741,279.850250268657,1.85052453e-07,86,100,,,,,,,,,,
2629,2630,PISCATAQUIS COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:19:50.779Z,,,PISCATAQUIS COUNTY JAIL,"52 Court St, Dover-Foxcroft, ME 04426, United States",-69.22429559999999,45.1827194,Piscataquis County,ChIJGza84foisEwR087S8AkD89A,ME,5001,5002,10005028,PISCATAQUIS COUNTY JAIL,52 COURT STREET,DOVER-FOXCROFT,ME,04426,-999,(207) 564-3304,COUNTY,OPEN,26,PISCATAQUIS,23021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.piscataquis.us/corrections-faqs,2019-12-16,IMAGERY/OTHER,2019-12-16,https://www.piscataquis.us/sheriff-s-office,NOT AVAILABLE,-999,0.00436861943911,582.4164932288224,3.46912143e-07,100,100,,,,,,,,,,
2630,2631,SOMERSET COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:20:40.552Z,,,SOMERSET COUNTY JAIL,"131 E Madison Rd, Madison, ME 04950, United States",-69.7262977,44.7922734,Somerset County,ChIJpR0N2_jHsUwRLolsdmXj5Ag,ME,5011,5012,10003631,SOMERSET COUNTY JAIL,131 E MADISON RD,MADISON,ME,04950,-999,(207) 474-7409,COUNTY,OPEN,165,SOMERSET,23025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.somersetcounty-me.org/somerset-county-jail.html,2018-03-20,IMAGERY/OTHER,2019-12-16,http://www.somersetcounty-me.org/somerset-county-jail.html#!slide_09,MEDIUM,234,0.00626476385597,836.2201696778611,1.997150928e-06,100,100,,,,,,,,,,
2631,2632,WALDO COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:21:26.452Z,,,COUNTY OF WALDO - CORRECTIONAL FACILITY,"10 Public Safety Way, Belfast, ME 04915, United States",-69.0098675,44.4223194,Waldo County,ChIJ8c88CEVurkwRP2CsfAN8IS4,ME,5012,5013,10005033,WALDO COUNTY HOLDING FACILITY,45B CONGRESS STREET,BELFAST,ME,04915,-999,(207) 338-1080,COUNTY,OPEN,3,WALDO,23027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.waldocountyme.gov/corrections-division/,2018-03-20,IMAGERY/OTHER,2019-12-16,http://www.waldocountyme.gov/corr/index.html,MINIMUM,32,0.00345995124378,444.58041173762297,2.37108588e-07,84,83,,,,,,,,,,
2632,2633,WASHINGTON COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:22:10.049Z,,,WASHINGTON COUNTY SHERIFF-JAIL,"83 Court St, Machias, ME 04654, United States",-67.4590034,44.7161364,Washington County,ChIJacgSr43NqEwRLpCbT4RjoFw,ME,5013,5014,10005029,WASHINGTON COUNTY JAIL,83 COURT STREET,MACHIAS,ME,04654,-999,(207) 255-4422,COUNTY,OPEN,45,WASHINGTON,23029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.washingtoncountymaine.com/index.php/county-government/sheriff-s-office,2019-12-16,IMAGERY/OTHER,2019-12-16,https://washingtoncountysheriff.wordpress.com/,NOT AVAILABLE,-999,0.00243770580932,317.58625288210334,1.85241771e-07,100,100,,,,,,,,,,
2633,2634,YORK COUNTY JAIL,,,ME,SECURUS,,2021-01-08T21:22:55.750Z,,,YORK COUNTY JAIL,"1 Layman Way, Alfred, ME 04002, United States",-70.71758059999999,43.45351580000001,York County,ChIJCQyxgEm2skwRgvKssSUFimI,ME,5014,5015,10001939,YORK COUNTY JAIL AND WOMEN'S REENTRY CENTER,1 LAYMAN WAY,ALFRED,ME,04002,-999,(207) 324-1113,COUNTY,OPEN,340,YORK,23031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.yorkcountymaine.gov/york-county-jail,2018-03-20,IMAGERY/OTHER,2019-12-16,http://www.yorkcountymaine.gov/sheriff-s-office,NOT AVAILABLE,350,0.010546008098,1330.6423752607411,1.419533467e-06,100,100,,,,,,,,,,
2634,2635,CECIL COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:23:45.729Z,,,CECIL COUNTY DETENTION CENTER,"500 Landing Ln, Elkton, MD 21921, United States",-75.8372298,39.5982567,Cecil County,ChIJnQHRXYilx4kR5BdinORCWTY,MD,3475,3476,10004025,CECIL COUNTY DETENTION CENTER,500 LANDING LANE,ELKTON,MD,21921,-999,(410) 996-5800,COUNTY,OPEN,284,CECIL,24015,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,2016-08-30,IMAGERY/OTHER,2019-12-16,http://www.ccgov.org/government/sheriff-s-office/detention-center,MAXIMUM,324,0.00718119277309,897.3318511295009,2.741795447e-06,100,100,,,,,,,,,,
2635,2636,DORCHESTER COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:24:15.367Z,,,DORCHESTER COUNTY DETENTION,"829 Fieldcrest Rd, Cambridge, MD 21613, United States",-76.058702,38.5482029,Dorchester County,ChIJa-BYGz9KuIkRYd_1yMr26sc,MD,1340,1341,10002369,DORCHESTER COUNTY DETENTION CENTER,829 FIELDCREST RD,CAMBRIDGE,MD,21613,-999,(410) 228-8101,COUNTY,OPEN,138,DORCHESTER,24019,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,2016-08-30,IMAGERY/OTHER,2019-12-16,https://www.dorchestercountymd.com/department-of-corrections/,NOT AVAILABLE,285,0.00654414808443,816.394722586589,2.241023385e-06,100,100,,,,,,,,,,
2636,2637,QUEEN ANNE'S COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:24:45.651Z,,,QUEEN ANNE'S COUNTY DETENTION CENTER,"500 Little Hut Dr, Centreville, MD 21617, United States",-76.05339819999999,39.0427445,Queen Anne's County,ChIJs4e1c2tzuIkRLT4OmjLgU8s,MD,687,688,10004036,QUEEN ANNE'S COUNTY DETENTION CENTER,500 LITTLE HUT DR,CENTREVILLE,MD,21617,-999,(410) 758-3817,COUNTY,OPEN,123,QUEEN ANNE'S,24035,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,2016-08-30,IMAGERY/OTHER,2019-12-16,https://www.qac.org/Directory.aspx?did=16,NOT AVAILABLE,148,0.00353938340272,435.5597413928263,3.88196966e-07,100,100,,,,,,,,,,
2637,2638,SOMERSET COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:25:31.676Z,,,SOMERSET COUNTY DETENTION CENTER,"30474 Revells Neck Rd, Westover, MD 21871, United States",-75.695354,38.154152,Somerset County,ChIJY6ZS6mAKuYkRl3RgGryMc90,MD,1339,1340,10001571,SOMERSET COUNTY DETENTION CENTER,30474 REVELLS NECK RD,WESTOVER,MD,21871,-999,(410) 651-9223,COUNTY,OPEN,57,SOMERSET,24039,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,2016-08-30,IMAGERY/OTHER,2019-12-16,https://www.somersetmd.us/departments/departments_-_a_-_m/detention_center.php,NOT AVAILABLE,120,0.00460042300476,547.2635491029007,8.93499862e-07,100,100,,,,,,,,,,
2637,2638,SOMERSET COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:25:31.676Z,,,SOMERSET COUNTY DETENTION CENTER,"30474 Revells Neck Rd, Westover, MD 21871, United States",-75.695354,38.154152,Somerset County,ChIJY6ZS6mAKuYkRl3RgGryMc90,MD,1417,1418,10001570,EASTERN CORRECTIONAL INSTITUTION - ANNEX,30420 REVELLS NECK RD,WESTOVER,MD,21890,-999,(410) 845-4000,STATE,OPEN,597,SOMERSET,24039,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30,IMAGERY/OTHER,2019-12-16,http://dpscs.maryland.gov/locations/eci_annex.shtml,MINIMUM,608,0.0112994478228,1442.1466807289603,6.772631021e-06,46,46,,,,,,,,,,
2637,2638,SOMERSET COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:25:31.676Z,,,SOMERSET COUNTY DETENTION CENTER,"30474 Revells Neck Rd, Westover, MD 21871, United States",-75.695354,38.154152,Somerset County,ChIJY6ZS6mAKuYkRl3RgGryMc90,MD,1416,1417,10001569,EASTERN CORRECTIONAL INSTITUTION,30420 REVELLS NECK RD,WESTOVER,MD,21890,-999,(410) 845-4000,STATE,OPEN,2604,SOMERSET,24039,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30,IMAGERY/OTHER,2019-12-16,http://dpscs.maryland.gov/locations/eci.shtml,MEDIUM,3310,0.0194442149951,2381.3557350203873,2.1485763663e-05,44,44,,,,,,,,,,
2638,2639,TALBOT COUNTY DETENTION CENTER,,,MD,SECURUS,,2021-01-08T21:26:16.961Z,,,TALBOT COUNTY DETENTION CENTER,"115 W Dover St, Easton, MD 21601, United States",-76.0790246,38.77483,Talbot County,ChIJW4Mw431AuIkRdlrBivADtOQ,MD,1349,1350,10004038,TALBOT COUNTY DETENTION CENTER,115 W DOVER ST,EASTON,MD,21601,-999,(410) 770-8120,COUNTY,OPEN,67,TALBOT,24041,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,2016-08-30,IMAGERY/OTHER,2019-12-16,http://www.talbotcountymd.gov/index.php?page=Department_Corrections,MAXIMUM,148,0.00214738462425,267.45332521355647,2.45061573e-07,100,100,,,,,,,,,,
2640,2641,ASH STREET JAIL & REGIONAL LOCK UP,,,MA,SECURUS,,2021-01-08T21:27:12.573Z,,,BRISTOL COUNTY JAIL HOUSE,"226 Ash St, New Bedford, MA 02740, United States",-70.9344514,41.6335027,Bristol County,ChIJb9rNkY3j5IkRcy9Bl6ruDLQ,MA,516,517,10003868,BRISTOL COUNTY ASH STREET JAIL AND REGIONAL LOCK-UP,226 ASH STREET,NEW BEDFORD,MA,02740,-999,(508) 996-6704,COUNTY,OPEN,180,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bcso-ma.us/facilities.htm,2017-03-27,IMAGERY/OTHER,2019-12-18,http://www.bcso-ma.us/index.htm,NOT AVAILABLE,206,0.00376473224296,467.1315749228838,7.99327371e-07,86,100,,,,,,,,,,
2641,2642,BARNSTABLE COUNTY CORRECTIONS FACILITY,,,MA,SECURUS,,2021-01-08T21:28:02.059Z,,,BARNSTABLE COUNTY CORRECTIONAL FACILITY,"6000 Sheriff's Place, Buzzards Bay, MA 02532, United States",-70.57222270000001,41.6770163,Barnstable County,ChIJJ9CNl0rO5IkRTe1Bnms_Qu4,MA,3257,3258,10003866,BARNSTABLE COUNTY CORRECTIONAL FACILITY,6000 SHERIFFS PLACE,BOURNE,MA,02532,-999,(508) 563-4300,COUNTY,OPEN,373,BARNSTABLE,25001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, http://www.bsheriff.net/",2017-03-27,IMAGERY/OTHER,2019-12-18,https://www.barnstablecounty.org/,NOT AVAILABLE,588,0.00747137116095,949.1613294848341,3.853644505e-06,100,96,,,,,,,,,,
2642,2643,BERKSHIRE COUNTY HOUSE OF CORRECTIONS,,,MA,SECURUS,,2021-01-08T21:28:51.244Z,,,BERKSHIRE COUNTY SHERIFF'S OFFICE,"467 Cheshire Rd, Pittsfield, MA 01201, United States",-73.2022237,42.4874196,Berkshire County,ChIJHZk5-hRM54kRRklh5l07eKM,MA,3255,3256,10003856,BERKSHIRE COUNTY JAIL AND HOUSE OF CORRECTION,467 CHESHIRE ROAD,PITTSFIELD,MA,01201,-999,(413) 443-7220,COUNTY,OPEN,227,BERKSHIRE,25003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, https://bcsoma.org/",2017-03-27,IMAGERY/OTHER,2019-12-18,https://bcsoma.org/our-facilities/inmate-visits-communication/,NOT AVAILABLE,500,0.00800141235138,1022.1238206743908,3.102045376e-06,65,88,,,,,,,,,,
2643,2644,BERKSHIRE COUNTY JAIL,,,MA,SECURUS,,2021-01-08T21:29:37.467Z,,,BERKSHIRE COUNTY SHERIFF'S OFFICE,"467 Cheshire Rd, Pittsfield, MA 01201, United States",-73.2022237,42.4874196,Berkshire County,ChIJHZk5-hRM54kRRklh5l07eKM,MA,3255,3256,10003856,BERKSHIRE COUNTY JAIL AND HOUSE OF CORRECTION,467 CHESHIRE ROAD,PITTSFIELD,MA,01201,-999,(413) 443-7220,COUNTY,OPEN,227,BERKSHIRE,25003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, https://bcsoma.org/",2017-03-27,IMAGERY/OTHER,2019-12-18,https://bcsoma.org/our-facilities/inmate-visits-communication/,NOT AVAILABLE,500,0.00800141235138,1022.1238206743908,3.102045376e-06,65,100,,,,,,,,,,
2644,2645,BRISTOL COUNTY FAUNCE CORNER,,,MA,SECURUS,,2021-01-08T21:30:06.845Z,,,BRISTOL COUNTY JAIL AND HOUSE OF CORRECTION,"400 Faunce Corner Rd, North Dartmouth, MA 02747, United States",-70.9955909,41.6656872,Bristol County,ChIJZV3pbLHk5IkRh0fB2XXIlck,MA,2108,2109,10003870,BRISTOL COUNTY HOUSE OF CORRECTION AND JAIL,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,-999,(508) 995-6400,COUNTY,OPEN,1003,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, http://www.bcso-ma.us/index.htm",2017-03-27,IMAGERY/OTHER,2019-12-18,http://www.bcso-ma.us/facilities.htm,MAXIMUM,1100,0.00980929569082,1289.608560449312,6.742235785e-06,100,67,,,,,,,,,,
2644,2645,BRISTOL COUNTY FAUNCE CORNER,,,MA,SECURUS,,2021-01-08T21:30:06.845Z,,,BRISTOL COUNTY JAIL AND HOUSE OF CORRECTION,"400 Faunce Corner Rd, North Dartmouth, MA 02747, United States",-70.9955909,41.6656872,Bristol County,ChIJZV3pbLHk5IkRh0fB2XXIlck,MA,674,675,10003869,BRISTOL COUNTY SHERIFF'S OFFICE WOMEN'S CENTER,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,-999,(508) 995-6400,COUNTY,OPEN,81,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, http://www.bcso-ma.us/index.htm",2017-03-27,IMAGERY/OTHER,2019-12-18,http://www.bcso-ma.us/facilities.htm,MEDIUM,106,0.00309435647641,384.5874470890554,5.45644634e-07,57,67,,,,,,,,,,
2644,2645,BRISTOL COUNTY FAUNCE CORNER,,,MA,SECURUS,,2021-01-08T21:30:06.845Z,,,BRISTOL COUNTY JAIL AND HOUSE OF CORRECTION,"400 Faunce Corner Rd, North Dartmouth, MA 02747, United States",-70.9955909,41.6656872,Bristol County,ChIJZV3pbLHk5IkRh0fB2XXIlck,MA,3280,3281,10006782,C. CARLOS CARREIRO IMMIGRATION DETENTION CENTER,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,-999,(508) 995-6400,COUNTY,OPEN,-999,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bcso-ma.us/facilities.htm,2018-03-19,IMAGERY/OTHER,2019-12-18,http://www.bcso-ma.us/index.htm,NOT AVAILABLE,-999,0.00228029105308,290.08050219121213,2.15007997e-07,45,38,,,,,,,,,,
2645,2646,DUKES COUNTY JAIL,,,MA,SECURUS,,2021-01-08T21:30:58.721Z,,,DUKES COUNTY JAIL,"149 Main St, Edgartown, MA 02539, United States",-70.51944089999999,41.3915742,Dukes County,ChIJpWqubCQs5YkRezEszi8IGFo,MA,3089,3090,10003872,DUKES COUNTY HOUSE OF CORRECTION AND JAIL,149 MAIN STREET,EDGARTOWN,MA,02539,-999,(508) 627-5173,COUNTY,OPEN,16,DUKES,25007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf,2017-03-27,IMAGERY/OTHER,2019-12-18,https://www.dukescounty.org/Pages/DukesCountyMA_Sheriff/Sheriff%20old%20web%20info/jail,NOT AVAILABLE,19,0.00149100853223,198.88720831330687,1.19664444e-07,100,100,,,,,,,,,,
2646,2647,ESSEX COUNTY LAWRENCE CORRECTIONAL ALTERNATIVE CENTER,,,MA,SECURUS,,2021-01-08T21:31:29.270Z,,,LAWRENCE CORRECTIONAL ALTERNATIVE CENTER,"165 Marston St, Lawrence, MA 01841, United States",-71.13588709999999,42.7142257,Essex County,ChIJ7bxT6vwG44kRWUFYxAEyu5U,MA,3289,3290,10004441,ESSEX COUNTY PRE-RELEASE AND RE-ENTRY CENTER,165 MARSTON STREET,LAWRENCE,MA,01841,-999,(978) 750-1900,COUNTY,OPEN,298,ESSEX,25009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf,2017-03-27,IMAGERY/OTHER,2019-12-18,https://www.essexsheriffma.org/inmate-program-information,MINIMUM,340,0.00315942610833,425.20995604689347,4.13597356e-07,50,66,,,,,,,,,,
2646,2647,ESSEX COUNTY LAWRENCE CORRECTIONAL ALTERNATIVE CENTER,,,MA,SECURUS,,2021-01-08T21:31:29.270Z,,,LAWRENCE CORRECTIONAL ALTERNATIVE CENTER,"165 Marston St, Lawrence, MA 01841, United States",-71.13588709999999,42.7142257,Essex County,ChIJ7bxT6vwG44kRWUFYxAEyu5U,MA,2111,2112,10004442,ESSEX COUNTY ALTERNATIVE LOCKUP PROGRAM,65 MARSTON STREET,LAWRENCE,MA,01841,-999,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,ESSEX,25009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/essexsheriff/facilities/secure-alternative-lockup.html,2016-02-15,IMAGERY/OTHER,2019-12-18,https://www.essexsheriffma.org/inmate-program-information,JUVENILE,290,0.00178358527964,221.43866436177728,1.46647829e-07,53,76,,,,,,,,,,
2647,2648,ESSEX COUNTY MIDDLETON  JAIL & HOC,,,MA,SECURUS,,2021-01-08T21:31:59.842Z,,,ESSEX COUNTY SHERIFF'S DEPARTMENT,"20 Manning Ave, Middleton, MA 01949, United States",-70.98595,42.59751,Essex County,ChIJ13IzFs8R44kR8_ob8m3bifE,MA,3073,3074,10001390,ESSEX COUNTY CORRECTIONAL FACILITY,20 MANNING AVE,MIDDLETON,MA,01949,-999,(978) 750-1900,COUNTY,OPEN,1191,ESSEX,25009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf,2017-03-27,IMAGERY/OTHER,2019-12-18,https://www.essexsheriffma.org/inmate-program-information,MAXIMUM,1291,0.00783325190369,969.0297738042317,3.542869622e-06,54,65,,,,,,,,,,
2649,2650,FRANKLIN COUNTY JAIL,,,MA,SECURUS,,2021-01-08T21:33:36.644Z,,,FRANKLIN COUNTY JAIL,"160 Elm St, Greenfield, MA 01301, United States",-72.6125259,42.5970191,Franklin County,ChIJyfqHQE0v4YkRsOH4L0TnniM,MA,3291,3292,10003857,FRANKLIN COUNTY JAIL AND HOUSE OF CORRECTION,160 ELM STREET,GREENFIELD,MA,01301,-999,(413) 774-4014,COUNTY,OPEN,239,FRANKLIN,25011,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, http://www.fcso-ma.us/PREA.html",2016-11-05,IMAGERY/OTHER,2019-12-18,https://www.fcso-ma.us/visiting-an-inmate,MAXIMUM,329,0.00687283151701,882.242899343276,1.998290496e-06,100,100,,,,,,,,,,
2650,2651, BAY STATE CORRECTIONAL CENTER,,,MA,SECURUS,,2021-01-08T21:34:24.272Z,,,BAY STATE CORRECTIONAL CENTER,"28 Clark St, Norfolk, MA 02056, United States",-71.29967049999999,42.1178567,Norfolk County,ChIJuTuRH3F75IkRj6IJp_Yfxo4,MA,3088,3089,10002100,BAY STATE CORRECTIONAL CENTER,28 CLARK ST,NORFOLK,MA,02056,-999,(508) 668-1687,STATE,CLOSED,0,NORFOLK,25021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.thesunchronicle.com/news/local_news/plans-under-way-to-move-inmates-out-of-bay-state/article_da0e6d8c-d359-11e4-9a4c-8f649d0f81b5.html,2015-03-25,IMAGERY/OTHER,2019-12-18,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/doc-facilities/bay-state-correctional-center.html,MEDIUM,266,0.00872722618634,1089.5903715003597,3.816164865e-06,100,100,,,,,,,,,,
2660,2661, MCI NORFOLK,,,MA,SECURUS,,2021-01-08T21:41:39.985Z,,,MCI - NORFOLK,"2 Clark St, Norfolk, MA 02056, United States",-71.303754,42.118843,Norfolk County,ChIJcRvfk3F75IkRWQQFUWkzoJo,MA,3088,3089,10002100,BAY STATE CORRECTIONAL CENTER,28 CLARK ST,NORFOLK,MA,02056,-999,(508) 668-1687,STATE,CLOSED,0,NORFOLK,25021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.thesunchronicle.com/news/local_news/plans-under-way-to-move-inmates-out-of-bay-state/article_da0e6d8c-d359-11e4-9a4c-8f649d0f81b5.html,2015-03-25,IMAGERY/OTHER,2019-12-18,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/doc-facilities/bay-state-correctional-center.html,MEDIUM,266,0.00872722618634,1089.5903715003597,3.816164865e-06,30,30,,,,,,,,,,
2650,2651, BAY STATE CORRECTIONAL CENTER,,,MA,SECURUS,,2021-01-08T21:34:24.272Z,,,BAY STATE CORRECTIONAL CENTER,"28 Clark St, Norfolk, MA 02056, United States",-71.29967049999999,42.1178567,Norfolk County,ChIJuTuRH3F75IkRj6IJp_Yfxo4,MA,2145,2146,10002101,MCI - NORFOLK,2 CLARK ST,NORFOLK,MA,02056,-999,(508) 660-5900,STATE,OPEN,1417,NORFOLK,25021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/rsch-data/weekly-count-sheets.html,2017-09-04,IMAGERY/OTHER,2019-12-18,https://www.mass.gov/locations/mci-norfolk,MEDIUM,1473,0.0178226696024,2258.4655187366375,1.5969210324e-05,30,30,,,,,,,,,,
